;0.0015,0.0027,0.0026,0.0012,0.1228,0.0013,0.0013,0.0035,0.0012,0.0014,0.0025,0.0059,0.0028,0.0013,0.0050,0.0014,0.0055,0.0026
规范;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0057,0.0014,0.0012,0.0014,0.0012,0.0030,0.0119,0.0013,0.0023,0.0061,0.0016,0.0026
对视;0.0028,0.0013,0.0026,0.0051,0.0046,0.0013,0.0013,0.0014,0.0012,0.0028,0.0025,0.0030,0.0014,0.0013,0.0050,0.0014,0.0016,0.0026
安吉丽娜;0.0015,0.0013,0.0026,0.0036,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0026
盛一伦;0.0015,0.0013,0.0026,0.0040,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
第27;0.0015,0.0013,0.0026,0.0051,0.0046,0.0026,0.0013,0.0014,0.0012,0.0014,0.0032,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
第26;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0065,0.0030,0.0014,0.0026,0.0023,0.0014,0.0016,0.0013
金属;0.0035,0.0033,0.0367,0.0024,0.0046,0.0126,0.0044,0.0014,0.0031,0.0035,0.0032,0.0059,0.0028,0.0013,0.0023,0.0122,0.0016,0.0013
乱坟岗;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0098,0.0014,0.0016,0.0013
续航;0.0015,0.0243,0.0052,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0025,0.0030,0.0014,0.0013,0.0023,0.0122,0.0016,0.0013
第11;0.0028,0.0013,0.0026,0.0036,0.0046,0.0013,0.0013,0.0014,0.0024,0.0014,0.0025,0.0030,0.0028,0.0110,0.0023,0.0014,0.0039,0.0013
公开课;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0035,0.0016,0.0013
安禄山;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0162,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
第14;0.0015,0.0013,0.0026,0.0036,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0055,0.0023,0.0028,0.0016,0.0026
自杀;0.0091,0.0027,0.0052,0.0203,0.0046,0.0026,0.0035,0.0014,0.0031,0.0692,0.0065,0.0386,0.0378,0.0080,0.0416,0.0047,0.0016,0.0340
雪铁龙;0.0015,0.0359,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
拉姆塞;0.0015,0.0013,0.0026,0.0024,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0032,0.0023,0.0014,0.0016,0.0013
第10;0.0015,0.0027,0.0026,0.0024,0.0046,0.0013,0.0013,0.0014,0.0024,0.0014,0.0012,0.0030,0.0014,0.0055,0.0023,0.0014,0.0032,0.0013
工业;0.0015,0.0013,0.0077,0.0012,0.0046,0.0013,0.0336,0.0014,0.0024,0.0035,0.0238,0.0030,0.0051,0.0032,0.0050,0.0297,0.0055,0.0095
家里;0.0461,0.0033,0.0026,0.0107,0.0046,0.0056,0.0035,0.0765,0.0024,0.0075,0.0078,0.0266,0.0351,0.0055,0.0809,0.0161,0.0032,0.0095
驰援;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0026,0.0014,0.0012,0.0014,0.0098,0.0030,0.0051,0.0026,0.0023,0.0014,0.0016,0.0026
扫帚星;0.0015,0.0013,0.0052,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
子鸡;0.0015,0.0013,0.0026,0.0040,0.0046,0.0013,0.0013,0.0088,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
相识;0.0015,0.0013,0.0026,0.0040,0.0272,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0043,0.0013,0.0050,0.0014,0.0032,0.0013
品类;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0047,0.0016,0.0013
淀粉;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0047,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
遗言;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0173,0.0012,0.0030,0.0043,0.0013,0.0072,0.0014,0.0016,0.0013
有害;0.0091,0.0027,0.0026,0.0024,0.0046,0.0013,0.0013,0.0047,0.0012,0.0014,0.0012,0.0235,0.0028,0.0026,0.0023,0.0014,0.0032,0.0013
默克尔;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0139
嗓子;0.0028,0.0013,0.0026,0.0036,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0089,0.0043,0.0013,0.0023,0.0014,0.0016,0.0013
暴晒;0.0015,0.0128,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0025,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0026
注销;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0082,0.0014,0.0012,0.0014,0.0012,0.0030,0.0155,0.0032,0.0023,0.0014,0.0016,0.0013
不善言辞;0.0015,0.0013,0.0026,0.0012,0.0136,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
巩俐;0.0015,0.0013,0.0026,0.0075,0.0046,0.0043,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0028,0.0016,0.0013
对话;0.0128,0.0092,0.0105,0.0181,0.0136,0.0013,0.0082,0.0014,0.0103,0.0061,0.0107,0.0059,0.0051,0.0090,0.0072,0.0199,0.0032,0.0706
渣滓;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0035,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
唱歌;0.0028,0.0013,0.0027,0.0237,0.0090,0.0026,0.0026,0.0028,0.0024,0.0014,0.0012,0.0030,0.0062,0.0055,0.0050,0.0028,0.0016,0.0013
石榴;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0110,0.0031,0.0014,0.0012,0.0120,0.0014,0.0013,0.0050,0.0014,0.0032,0.0013
否认;0.0028,0.0013,0.0026,0.0203,0.0046,0.0013,0.0057,0.0014,0.0012,0.0035,0.0041,0.0030,0.0062,0.0042,0.0023,0.0109,0.0016,0.0200
红扑扑;0.0015,0.0013,0.0026,0.0036,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
常万全;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0041,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0026
对调;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0026,0.0014,0.0012,0.0035,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
寻访;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0028,0.0012,0.0028,0.0032,0.0030,0.0028,0.0013,0.0023,0.0014,0.0071,0.0013
老挝;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0026,0.0028,0.0012,0.0028,0.0025,0.0030,0.0028,0.0013,0.0023,0.0014,0.0170,0.0271
释怀;0.0015,0.0013,0.0026,0.0012,0.0136,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0026,0.0023,0.0014,0.0016,0.0013
川军;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0136,0.0012,0.0030,0.0014,0.0026,0.0023,0.0014,0.0016,0.0013
金庸;0.0015,0.0013,0.0026,0.0051,0.0046,0.0026,0.0026,0.0028,0.0031,0.0161,0.0012,0.0030,0.0014,0.0013,0.0098,0.0014,0.0032,0.0013
避孕环;0.0050,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
联大;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0035,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0056
白露;0.0028,0.0013,0.0026,0.0036,0.0046,0.0013,0.0013,0.0075,0.0012,0.0014,0.0012,0.0089,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
逃难;0.0015,0.0013,0.0026,0.0024,0.0046,0.0013,0.0013,0.0014,0.0012,0.0047,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0026
Oracle;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0035,0.0016,0.0013
破戒;0.0015,0.0013,0.0052,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
逼近;0.0028,0.0027,0.0078,0.0012,0.0046,0.0013,0.0115,0.0014,0.0012,0.0014,0.0107,0.0059,0.0051,0.0032,0.0023,0.0014,0.0032,0.0107
叶酸;0.0270,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
林依晨;0.0015,0.0013,0.0026,0.0107,0.0046,0.0026,0.0013,0.0028,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
透镜;0.0015,0.0034,0.0184,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
娘娘庙;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0050,0.0014,0.0016,0.0013
指挥官;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0063,0.0047,0.0078,0.0030,0.0028,0.0026,0.0023,0.0014,0.0016,0.0026
机器;0.0015,0.0033,0.0131,0.0024,0.0046,0.0013,0.0036,0.0014,0.0063,0.0014,0.0032,0.0030,0.0043,0.0032,0.0050,0.0457,0.0016,0.0038
喷子;0.0029,0.0013,0.0026,0.0024,0.0046,0.0013,0.0026,0.0014,0.0095,0.0014,0.0012,0.0030,0.0028,0.0055,0.0023,0.0028,0.0016,0.0013
演出;0.0015,0.0013,0.0026,0.0237,0.0090,0.0013,0.0013,0.0014,0.0012,0.0014,0.0032,0.0030,0.0062,0.0032,0.0023,0.0014,0.0039,0.0038
李可;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0088,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
喜庆;0.0015,0.0027,0.0026,0.0024,0.0046,0.0043,0.0013,0.0028,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
艾叶;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0120,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
碎块;0.0015,0.0013,0.0077,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0028,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
知母;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0050,0.0014,0.0016,0.0013
节后;0.0015,0.0013,0.0026,0.0012,0.0090,0.0043,0.0383,0.0028,0.0012,0.0014,0.0012,0.0030,0.0043,0.0013,0.0023,0.0014,0.0016,0.0013
曼市;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0055,0.0023,0.0014,0.0016,0.0013
宋清辉;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0036,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0028,0.0016,0.0013
林书豪;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0031,0.0014,0.0012,0.0030,0.0014,0.0301,0.0023,0.0014,0.0016,0.0013
宫门;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0035,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
白面;0.0015,0.0013,0.0026,0.0012,0.0046,0.0043,0.0013,0.0061,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0050,0.0014,0.0016,0.0013
和美;0.0015,0.0013,0.0026,0.0036,0.0046,0.0026,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
啤酒瓶;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0025,0.0030,0.0043,0.0013,0.0023,0.0014,0.0016,0.0013
庄稼人;0.0015,0.0013,0.0026,0.0012,0.0090,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
洋酒;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0035,0.0012,0.0014,0.0012,0.0059,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
角色;0.0028,0.0044,0.0052,0.0408,0.0090,0.0056,0.0026,0.0028,0.0699,0.0075,0.0032,0.0030,0.0051,0.0080,0.0023,0.0075,0.0016,0.0056
羽毛;0.0015,0.0013,0.0077,0.0012,0.0046,0.0026,0.0013,0.0014,0.0012,0.0014,0.0025,0.0030,0.0028,0.0013,0.0023,0.0014,0.0016,0.0013
碉堡;0.0015,0.0027,0.0052,0.0024,0.0046,0.0013,0.0013,0.0014,0.0075,0.0014,0.0053,0.0030,0.0014,0.0026,0.0023,0.0035,0.0039,0.0013
村口;0.0015,0.0027,0.0026,0.0012,0.0046,0.0013,0.0026,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0073,0.0014,0.0016,0.0013
致敬;0.0015,0.0151,0.0052,0.0115,0.0046,0.0026,0.0026,0.0028,0.0156,0.0061,0.0172,0.0030,0.0076,0.0235,0.0023,0.0061,0.0039,0.0038
游泳;0.0155,0.0013,0.0026,0.0063,0.0090,0.0034,0.0013,0.0035,0.0024,0.0088,0.0012,0.0088,0.0221,0.0234,0.0050,0.0035,0.0100,0.0056
道路;0.0015,0.0101,0.0052,0.0036,0.0090,0.0043,0.0013,0.0028,0.0024,0.0035,0.0065,0.0059,0.0312,0.0013,0.0023,0.0036,0.0112,0.0069
三大战役;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0035,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
臣服;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0061,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
花丛;0.0015,0.0013,0.0026,0.0012,0.0046,0.0043,0.0013,0.0014,0.0012,0.0028,0.0012,0.0030,0.0014,0.0013,0.0024,0.0014,0.0016,0.0013
吉达;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0038
皇陵;0.0015,0.0013,0.0052,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0223,0.0025,0.0030,0.0028,0.0013,0.0023,0.0014,0.0032,0.0013
舌战;0.0015,0.0013,0.0026,0.0024,0.0046,0.0013,0.0013,0.0014,0.0012,0.0028,0.0012,0.0030,0.0028,0.0013,0.0023,0.0014,0.0016,0.0069
骗局;0.0015,0.0027,0.0026,0.0012,0.0090,0.0013,0.0186,0.0014,0.0031,0.0028,0.0025,0.0059,0.0546,0.0013,0.0050,0.0123,0.0032,0.0013
支队;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0183,0.0030,0.0043,0.0026,0.0023,0.0014,0.0016,0.0013
岛礁;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0152,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0026
海葵;0.0015,0.0013,0.0052,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
缠绵;0.0015,0.0013,0.0052,0.0024,0.0226,0.0026,0.0013,0.0014,0.0012,0.0014,0.0012,0.0059,0.0014,0.0032,0.0050,0.0014,0.0016,0.0013
合适;0.0193,0.0243,0.0052,0.0087,0.0046,0.0204,0.0104,0.0110,0.0024,0.0028,0.0033,0.0120,0.0043,0.0067,0.0072,0.0099,0.0032,0.0013
名车;0.0015,0.0115,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0024,0.0014,0.0025,0.0030,0.0028,0.0013,0.0023,0.0014,0.0016,0.0013
通信网;0.0015,0.0013,0.0052,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
厄尔尼诺;0.0015,0.0013,0.0079,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0026
航天局;0.0015,0.0013,0.0157,0.0012,0.0046,0.0013,0.0026,0.0014,0.0012,0.0014,0.0025,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
陈独秀;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0109,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
河马;0.0015,0.0013,0.0077,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0059,0.0028,0.0026,0.0023,0.0014,0.0016,0.0082
重庆;0.0035,0.0243,0.0105,0.0126,0.0046,0.0138,0.0265,0.0295,0.0051,0.0088,0.0053,0.0088,0.0272,0.0080,0.0023,0.0075,0.1388,0.0038
工体;0.0015,0.0013,0.0026,0.0024,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0067,0.0023,0.0014,0.0016,0.0013
无能;0.0028,0.0013,0.0026,0.0024,0.0091,0.0026,0.0013,0.0014,0.0012,0.0111,0.0032,0.0088,0.0014,0.0032,0.0050,0.0014,0.0016,0.0026
张铁林;0.0015,0.0013,0.0026,0.0040,0.0046,0.0013,0.0013,0.0014,0.0012,0.0028,0.0025,0.0030,0.0028,0.0013,0.0023,0.0014,0.0016,0.0013
金币;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0026,0.0014,0.0304,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
Online;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0031,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
聊天;0.0091,0.0013,0.0026,0.0116,0.0182,0.0013,0.0044,0.0028,0.0039,0.0014,0.0032,0.0030,0.0105,0.0026,0.0098,0.0508,0.0040,0.0013
凤凰岭;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0039,0.0013
木头;0.0015,0.0027,0.0052,0.0012,0.0046,0.0026,0.0013,0.0035,0.0051,0.0028,0.0025,0.0059,0.0105,0.0013,0.0050,0.0014,0.0016,0.0013
定陵;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0035,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
越来越;0.0436,0.0128,0.0157,0.0290,0.0452,0.0560,0.0208,0.0047,0.0063,0.0061,0.0097,0.0414,0.0272,0.0109,0.0050,0.0385,0.0111,0.0118
工作;0.0192,0.0140,0.0315,0.0331,0.0182,0.0083,0.0358,0.0136,0.0084,0.0184,0.0444,0.0088,0.1273,0.0135,0.0246,0.0570,0.0239,0.0505
誓死;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0028,0.0012,0.0122,0.0053,0.0030,0.0014,0.0026,0.0023,0.0014,0.0032,0.0013
安顿;0.0015,0.0013,0.0026,0.0012,0.0090,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
安顺;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0026,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0055,0.0013
听证;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0051,0.0013,0.0023,0.0014,0.0016,0.0013
联队;0.0015,0.0027,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0028,0.0025,0.0030,0.0014,0.0042,0.0023,0.0014,0.0016,0.0013
李咏;0.0015,0.0013,0.0026,0.0075,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
善战;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0024,0.0061,0.0032,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
程序员;0.0015,0.0013,0.0027,0.0012,0.0046,0.0013,0.0013,0.0035,0.0039,0.0014,0.0012,0.0030,0.0028,0.0013,0.0050,0.0409,0.0016,0.0013
旗舰;0.0015,0.0428,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0032,0.0030,0.0043,0.0026,0.0023,0.0310,0.0016,0.0013
品种;0.0015,0.0013,0.0077,0.0012,0.0046,0.0026,0.0114,0.0099,0.0012,0.0028,0.0012,0.0059,0.0076,0.0013,0.0023,0.0014,0.0032,0.0013
喷射;0.0015,0.0013,0.0131,0.0012,0.0046,0.0013,0.0013,0.0014,0.0024,0.0028,0.0012,0.0030,0.0028,0.0013,0.0023,0.0014,0.0016,0.0013
消肿;0.0015,0.0013,0.0026,0.0012,0.0046,0.0026,0.0013,0.0028,0.0012,0.0014,0.0012,0.0120,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
崭新;0.0015,0.0044,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0025,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
昆明市;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0039,0.0013
杨军;0.0015,0.0013,0.0052,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
还魂;0.0015,0.0013,0.0026,0.0036,0.0046,0.0013,0.0013,0.0014,0.0012,0.0035,0.0025,0.0059,0.0043,0.0013,0.0122,0.0028,0.0016,0.0013
法院;0.0015,0.0013,0.0026,0.0040,0.0046,0.0013,0.0057,0.0014,0.0024,0.0014,0.0042,0.0030,0.0768,0.0013,0.0023,0.0047,0.0016,0.0200
听话;0.0281,0.0013,0.0026,0.0012,0.0090,0.0013,0.0026,0.0014,0.0012,0.0028,0.0012,0.0030,0.0028,0.0026,0.0023,0.0028,0.0016,0.0026
尹荐;0.0035,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
老成;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0035,0.0012,0.0030,0.0028,0.0013,0.0023,0.0014,0.0016,0.0013
Swift;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0039,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
UAClutchfit2.0;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0032,0.0023,0.0014,0.0016,0.0013
直视;0.0101,0.0013,0.0026,0.0138,0.0046,0.0138,0.0013,0.0047,0.0031,0.0047,0.0041,0.0030,0.0043,0.0013,0.0023,0.0014,0.0039,0.0118
听说;0.0141,0.0150,0.0078,0.0063,0.0182,0.0287,0.0045,0.0245,0.0115,0.0122,0.0088,0.0150,0.0076,0.0042,0.0194,0.0089,0.0241,0.0038
釜山;0.0015,0.0013,0.0026,0.0075,0.0046,0.0026,0.0013,0.0035,0.0024,0.0014,0.0041,0.0030,0.0014,0.0013,0.0023,0.0014,0.0055,0.0038
直角;0.0015,0.0033,0.0026,0.0012,0.0046,0.0013,0.0026,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
受阻;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0057,0.0014,0.0012,0.0014,0.0012,0.0030,0.0028,0.0042,0.0023,0.0014,0.0016,0.0082
登顶;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0136,0.0014,0.0012,0.0030,0.0014,0.0067,0.0023,0.0035,0.0032,0.0044
盗贼;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0166,0.0014,0.0025,0.0030,0.0028,0.0013,0.0050,0.0014,0.0016,0.0013
受限;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0044,0.0014,0.0012,0.0028,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0026
发霉;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0047,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0023,0.0014,0.0016,0.0013
直观;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0013,0.0014,0.0039,0.0014,0.0025,0.0030,0.0014,0.0013,0.0023,0.0028,0.0016,0.0026
机场;0.0050,0.0033,0.0026,0.0783,0.0046,0.0663,0.0105,0.0028,0.0012,0.0028,0.0282,0.0030,0.0338,0.0135,0.0023,0.0047,0.0707,0.0810
节前;0.0015,0.0013,0.0026,0.0012,0.0046,0.0013,0.0127,0.0014,0.0012,0.0014,0.0012,0.0030,0.0014,0.0013,0.0050,0.0014,0.0016,0.0013
